,Title,URL,Album,InAnAlbum,Lyrics
248,Of The Soul,https://genius.com/Mac-miller-of-the-soul-lyrics,Blue Slide Park,True,"Looks like I wrote this song on paper

First time I did that in like 3 years..

My handwriting is horrible and I can barely read this

Hey, hey, don't even know what's in my head anymore though

Uh, figured out I ain't gonna go to college, Lee Corso

Fuckin' girls, but I never kept the door closed

Want you all to hear the way I put it in her torso

I ain't normal, I'm clinically insane

I guess it's the result of drugs that enterin' my brain

All of a sudden, every legend keep on mentionin' my name

All that does is show me that my life will never be the same

Police tryna to figure out how to get me locked up

I tell those cops suck dog nuts

Arrivin' to the party in a chariot

Lookin' for a scary bitch that I can pop her cherry pit

I'm very sick, yes, very ill

Eternal Sunshine, Jim Carey feel

At the amusement park scared of heights, ferris wheel

Double dare me to kill?

Got some soul like De La do

They say I'm new, it's nothing but some deja-vu

Everywhere you go these people hate on you

It's deja-vu, deja-vu

One time for the grind

A little soul like De La do

They say I'm new, it's nothing but some deja-vu

Everywhere you go these people hate on you

Deja-vu, deja-vu

Wind chimes, sick rhymes

Been high on this incline

Tryna get my money stackin' tall, 6'9""

Have some caviar, sip wine

Sacrificin' sanity, sacrificin' normal

Purpose is for people in the plural

Form never formal, an art form, not a mural

Work 4 bars that are tighter than your corn rows

See a girl that's lookin' horny in the 4th row

Ha, I just put it in her mouth, ortho-

Dontist, manipulatin' phonics, put em into sonnets

Let me put you on this nastier than Nas is

Bubonic plague, bacteria that's tryna to find a way

Spread, Like yolk from a broken egg

Talkin' shit? You just diggin' your grave

Got some soul like De La do

They say I'm new, it's nothing but some deja-vu

Everywhere you go these people hate on you

It's deja-vu, deja-vu

A little soul like De La do

They say I'm new, it's nothing but some deja-vu

Everywhere you go these people hate on you

Deja-vu, deja-vu

Hypothetically of dope, I kick incredibly

Potentially could be the remedy for happiness without the ecstasy

No methamphetamines, hot, 110 degrees

Visually stunnin', gotta see it on the LED

When I was 17 I thought I had it figured out

Now I see what it's about, went in down a different route

It's crucial, 3 new schools, life with a spoonful

Of sugar, yea I need my medicine

Fuckin Mary Poppins, gotta treat her like the president

Represent all these fuckin' people that I never met

Some expect me to be the greatest ever

Hear me on the radio, shit'll change forever

Now I'm just a pop sensation, fuck your expectations

I'mma be the best, have some patience

Thought that it was great, then poof!

It was nothing but some deja vu, yeah"
249,Of The Soul Remix,https://genius.com/Mac-miller-of-the-soul-remix-lyrics,Blue Slide Park,True,"A-yo undress your dollar and sleeping with the scholars

In bed with good and bad biz for the quali-

Fication to have gems played on the FM

Sleeping on us is not possible, the metham-

Phetamine flow keep them narcolepts all on go

Green light and no smoking up that green hype

Keep all your thoughts on haze, the backbones for the sound

Well I don't sound back in the days

The Soul's never outdated

Or overexposed or classified as underrated

Though loved by the popular, worthy of the corn

And when the word drops the whole block will warn ya

Told Mac Mill, you 'bout to mack millions

Millions of tweeters follow ya

A million skeezers wanna swallow you whole

Just watch the game and make sure it doesn't swallow your soul

Got some soul like De La do, they say I’m new

It’s nothing but some deja-vu

Everywhere you go these people hate on you

Deja-vu, deja-vu

Got some soul like De La do, they say I’m new

It’s nothing but some deja-vu

Everywhere you go these people hate on you

Deja-vu, deja-vu

I love snowboarding, getting my dick washed, writing graffiti

Out in Whistler with a goose on a beanie

I'm mack iller, me and Mac Miller, we mack for realla

Don't make me go back and jab your gorilla

Smoke mad kush, always in fresh pairs

Favorite kickin' dunks and fresh airs

Coolin' under the trees with trees

You know the kid 4-5-6, dice rollers

Put your bitch on her knees

Im stuck making paper, yo fuck what you want homie

The streets is hard luck we rolling with sharks only

Wu-Tang, the gang, the clique

Fucking with my favorite white boy will have your head hit a brick

Ayyo, its Pittsburgh Shaolin, we keeping it realer

Just do the knowledge I'm a Pittsburgh Steeler

The hydrogen and oxygen crew

Body count never read, hear what I said

And let it do what it do

Me, Pos and Rae and monopoly

Hit the lottery buying clothes losing closet space

Wu-Tang, De La, Most Dope

So cold, know I'm about blow, my flow's cold

Deliver the rapper sounds and bringing back to the golden age

So amazed how I go in focused, I can flow for days

Overcame a load of pain, smoking on that novocaine

Love and hate tend to fluctuate like its Oprah's weight

Motivated off of loads of hatred, yeah they mad at me

Game, set, match motherfucker, Mac Agassi

You ain’t in my tax bracket, homie, do work

Rapping as bad as Zack Galifianakis needs two ferns

All I need is some marley lean and the tallest trees

Let my dick show like I'm rocking Tally's jeans

That's something for the homies who won't follow me

Plus I'm on that Wu Tang rocking these Wallabees

I bomb atomically but you already heard that

Wanna be like Killa in a mink coat and fur hat

Pure rap with a new way to be real

Word to Cypress Hill, new rappers don’t need deals

Fuck a gun bullet spray, my speech kill

Plus my money tall, just to reach it you need stilts

I was a youngin' coming through on a three-wheel

Now I'm a motherfucking drug, here's a free pill

Go ahead try it out, have you crying loud

X-factor, I'm Simon Cowell, you Private Pal

So kill yourself boy you Vincent D'Onofrio

Full metal jacket bitch lock and load"
250,O.K.,https://genius.com/Mac-miller-ok-lyrics,Watching Movies With the Sound Off,True,"Get 'em Mac, Mac, Mac, Mac

Mac, Mac, Mac, Mac

Get 'em! 

Girl, shake that body

Get 'em Mac, Mac, Mac, Mac

Mac, Mac, Mac, Mac

Get 'em! 

Girl, shake that body

Whoa, what do we have here?

People want to know how we could be that weird

How many hoes want to clean Mac's beard?

I kill flows, think I need that tear on a tattoo

My bitch suck, she a vacuum

Fuck her in the ass everytime I'm in a bad mood

Ain't got a choice, know she do it cause she have to

I hit it raw while I'm listening to Papoose

No respect, cause you wear a V-neck

I mean stress, pressure that could even make Keith sweat

I wish Narnia was on a GPS

I wish Rihanna was DTF

I got rich with these rap songs

Bought a drug problem, now the cash gone

Album filled with all sad songs

But this the one that I can laugh on

Get 'em Mac, Mac, Mac, Mac

Mac, Mac, Mac, Mac

Get 'em! 

Girl, shake that body

Get 'em Mac, Mac, Mac, Mac

Mac, Mac, Mac, Mac

Get 'em! 

Girl, shake that body

Girl, shake that body, them ass and totties

I want to see them cankles at my hotel lobby

Bitch, why you so damn snobby?

Your ass flatter than the back of my head

I bought you dinner now it's time to pay me back with some head

Or I'ma have my little sister beat the back of your head

I'm a grade-A douchebag, I'm a dickhead

Asshole area where my gooch sag

Little momma got salty at me, she started talking tough

So I called the Wolf Gang up, they start to bark it up

Popped a hundred mollies, fifth of sherm, think I was sparking up

A bottle of Zima, the Bimmer, I started parking up

Seen my nigga, Mac, and he hopped in the back

And then we jet to Fatburger, ordered some Big Macs

And bitch came with a gauge, and she wanted my fade

But I'm a bitch-ass nigga so I say

Get 'em Mac, Mac, Mac, Mac

Mac, Mac, Mac, Mac

Get 'em! 

Girl, shake that body

Get 'em Mac, Mac, Mac, Mac

Mac, Mac, Mac, Mac

Get 'em! 

Girl, shake that body

T-Dollaz and Mac Meezy

Making sure you niggas don't win like referees

Looking for the bitches that love to suck peewee, Herman, I'm a vermin

And you could tell I golf with my hat, man, fuck Thurnis

I'm at IHOP's and eating with Tyler

Drink cocoa then double-team Mariah

But please, don't tell Nick

We were all watching movies at a Motel 6

Like ha-ha, ha-ha, ha-ha-ha

I hope Kendrick fuck Gaga

If Madonna on the Kabbalah

Then me and Snoop could chill and be Rastas

I don't need Prada to show you I'm rich

Pulling out the llama like, ""Show me your tits""

Keep crying cause I still ain't over my bitch

Oh well, it'll be okay"
255,One Last Thing,https://genius.com/Mac-miller-one-last-thing-lyrics,Blue Slide Park,True,"Everybody wanna ask where I came from

Young kid who bang drums, money don't you worry I'mma make some

Somebody changin' the world, it only takes one

Never scared of death, but I ain't ready for that day to come

A million people in the world, I don't hate one

Even them dummies robbin' people with some fake guns

Make mistakes young boy, that's just what I heard

And you don't ever figure out what you don't want at first

I got another verse, invincible and nothin' hurts

100 words coming up with what'll have your bubble burst

We can just fuck, you don't need to take my number first

Gettin' right to it, I ain't really tryna cuddle first

I used to try everything with her, and nothin' worked

Got her backwards like she heard the thunder first

These are the days of our lives, and I ain't lyin' kid

Bein' free, tell me what kind of crime that is

It said I can't let me spit a couple sentences

Always good penmanship, make sure you all remember this

You just entered into Blue Slide Park

The place where dreams comin' true, that's where you find heart

Up until the sun come up, yeah my crew grind hard

See me out throughout the day, but you won't find me in the dark

Say I'm smart with remarks, such remarkable bars

Who knew this music would get me a couple cars

That just sit in park cause I'm out somewhere travelin'

Mackin' on the preschool honeys, you were somewhere tattlin'

Mac has been known to always spaz again

Every single track with him, ""Oh he's just so talented""

Dream of countin' money 'til my fingers get some calluses

King with many palaces, a fuckin' golden fork to eat my salad with

I observe, asking what did he design

I see an artificial future for a digital mind

Muhammad Ali, yeah I'm him in his prime

Just that normal kid in class you was sittin' behind

Didn't really pay attention to him spittin' his rhymes

But now you see his car, tryin' gettin' inside

No, hell no

I wanna go back home

Late night can't remember what the day's like

Reminiscin' on stop signs and brake lights

Cause it seems that I'm always on the move

When they gonna let me back home

I wanna go back home

I wanna go back home"
258,One of a Kind,https://genius.com/Mac-miller-one-of-a-kind-lyrics,The High Life,True,"Ain't nothing else like me

I ain't nothing like you

So what is going on?

There must be something wrong

You'll love me when I'm gone

I'mma keep on doing me

Cause you don't even matter

No, you just an actor

And I ain't just a rapper

I'm one of a kind 

Here's a prototype that I know you like right

Headed to the light on over night flight

Never in your life you going see another me

I tend to catch the eye like a pair of double d's

I'm here, not the same, I'm a pioneer

Stabbed the game in the heart with a giant spear

Grind to see success, God damn it's clear

The time shine like a chandelier

I'm going through this cake

Spitting about what you relate

Never could you duplicate

Any of the music made

Getting super paid

Looking at your future star

They recognize me when I pass them in a moving car

Always worried about finding out who you are

You know somebody, you got look into his heart

Yo mind so blind

I'm ahead of my time

Cause I'm one of a kind

I ain't nothing like you

So what is going on?

There must be something wrong

You'll love me when I'm gone

I'mma keep on doing me

Cause you don't even matter

No, you just an actor

And I ain't just a rapper

I'm one of a kind 

And my pops said

Young man you ain't ready for the world ahead

Way too much marijuana

Always having girls in the bed

You going realize that life ain't a party

Fuck around, you going end up starving

Fuck it, I stay fly, live free, die hard

No Bruce Willis, this the whole nine yard

Thought that I can rhyme bars

Go and buy cars, you gotta grind hard once the sun rise start

In my heart great things in my future

Cause broke rappers, shit, that's just a rumor

I see these diamond chains, mansion in the videos

They must got silly dough

Do they really though?

Or is it all just a scam for your eyes?

Or are you in disguise

God damn I can't decide

All the words here come from a mind guy

Got nothing to hide boy

I'm one of a kind

Walking through this world, I just take a look around

Ain't nobody here like me

Don't nobody got my style

People say I'm different, I assure you that's okay

Cause I'm way past tomorrow

And you stuck in today!

I ain't nothing like you

So what is going on?

There must be something wrong

You'll love me when I'm gone

I'mma keep on doing me

Cause you don't even matter

No, you just an actor

And I ain't just a rapper

I'm one of a kind "
259,"On Some Real Shit (100,000 Bars)",https://genius.com/Mac-miller-on-some-real-shit-100000-bars-lyrics,The Jukebox: Prelude to Class Clown,True,"I know you gotta feel this

I'm on some real shit, I'm on some real shit, I'm on some real shit

I know you gotta feel this

I'm on some real shit, I'm on some real shit, I'm on some real shit

I know you gotta feel this

I'm on some real shit, I'm on some real shit, I'm on some real shit

I know you gotta feel this

I'm on some real shit, I'm on some real shit, I'm on some real shit

I pull my hoodie down and take a look around

Sounds that shook a town, man it feel good to smile

So I shouldn't frown when the night is lookin' down

Mirror, mirror on the wall, who the smoothest crook around

Taking some dollars and making away from Impalas

Shakin' the Jakes cause they chasin' the face of a robber

Actin' goofy, absolutely

Cause my passion suits me, so blast the tunes please

I see the world with four eyes, hip-hop tour guide

Hear the war cries, rap or die

Wanna get signed, drive a four door ride

Be more fly

Til then I'll just soar by

With a wave

I'm a bat in the cave

Sit back in the shade when I'm passing the haze

Misbehave, I'm a trouble-making teenager

Be grateful he's able to please haters

Seat taker, three-term Mayor

Getting re-elected just three terms later

I've seen greater days so let the haters play their game

Dreams fade away when you make the predator the prey

The ace of spades can make it's way to save the day

But from the start a club of heart was diamond

Now I'm in Zion flying through the skyline

The game on my back I got five spines

Black cat with nine lives

Time flies by

So I got one life to loose it

But how will I use it

Uh, I put it all in the music

Cause ya'll pussy

Fold away before they hand your cards

Broke-ass rapper now you Dancing With The Stars

I'm handling these bars like a simple situation

Basing on them cats who don't fit in the equation

Patience is a virtue but fuck it I want it now

Get my record deal ready, get Diddy up on the dial

Hello wassup Puffy, I'm on my grind and hungry

Throw me to the people they gon' love me, trust me

Cause these older cats are getting a little rusty

It's time for a change like Barack said

And I don't care

Hip-Hop is not dead

Spit hot lead, but none of these haters get shot dead

They don't bother me, I'll leave them playin' for my wife

Kick back have a laugh while you complain about your life

""Grrr"" you hate Mac and you say you gonna fight

It's all good bro, you entertainment for tonight

Like I'mma be mad you hatin' cause I'm white

Do a lot a cryin', lettin' pain out on the mic

Cause overall I'm iller than most of ya'll

Yall pussy, never ever gone for it all

You scared of a little risky coachin' call

What happened, I thought you were the know-it-all

I stay smokin' well haze got a potent smell

It take me back to kickin' raps back in Show-And-Tell

I wanted to show people, all of my bro's peoples

Have a dude come up like ""Yo, I know people""

The need for Dead Presidents, this dough evil

So lethal, police'll always try to beat you

Seat you down try and have you run your mouth

Bring your mother out, look what your son is now

See my mom she know her son is well

The youngest child, she been through it for a while

Now I put 911 on the dial with a smile

Cause I'm wild, foul child style

Too focused on my grind to ever catch an ""f""

My heart in it down 8 with five seconds left

I want the best, won't settle for nothin' less

And I always stay dressed in somethin' fresh

So keep your head on straight and show respect to the game

And that's what this beat messaged my brain"
263,Outside,https://genius.com/Mac-miller-outside-lyrics,K.I.D.S,True,"Do you mind if we smoke this blunt outside?

Cause it's nice out and we could get high

Yeah, the sun shining and I'm feeling right

We outside, outside

I wake up, throw on some clothes and out the door, I won't be back ma

Shining sun, horizon setting up a lovely backdrop

My life's a topic of a lullaby

Ah, a breath of fresh air is something right

I don't wanna be inside today

Just keep it rolling like we riding skates

I got a half E of haze, I'm thinking we gon' get high today

And let the sunshine all in my face

Oh yeah, this life is good, don't let it all go to waste

Just walk outside the door to get your mom off your case

Yeah, free-living, I swear I be on some hippie shit

But getting way fresher than the hippies is

I got the the gift of gab, something that you wish you had

Don't need to get a strap, no, I'd rather kick a rap

Enjoy the place that you living at, stay around

We just some kids and this world is our playground

Do you mind if we smoke this blunt outside?

Cause it's nice out and we could get high

Yeah, the sun shining and I'm feeling right

We could post outside for the night

Do you mind if we smoke this blunt outside?

Cause it's nice out and we could get high

Oh yeah, the sun shining and I'm feeling right

We outside, outside

When I be on some kid shit, go and take my shorty on a picnic

And everyday feeling like it's Christmas

The kinda weather had the people living so privileged

I know the Lord take, today he was tryna giveth

Hey, hey, ey, rich or poor, a sunny day a sunny day

We start the madness as soon as we hit the month of May

Rain rain, go away

Waiting for my homie Mr. Sun to come our way

Little kids running through the streets playing'

Poppy on the porch, he ain't got time to waste it

He's just a old man in the sea, Ernest Hemingway

Elevate, look up in the sky, stare at Heaven's face

Second grade, holding down the corner slanging lemonade

Everyday hustling, you riding down penny lane

You ain't gonna get a day like this

So put to rest your troubles with that goodnight kiss

Do you mind if we smoke this blunt outside?

Cause it's nice out and we could get high

Yeah, the sun shining and I'm feeling right

We could post outside for the night

Do you mind if we smoke this blunt outside?

Cause it's nice out and we could get high

Oh yeah, the sun shining and I'm feeling right

We outside, outside

Do you mind if we smoke this blunt outside?

Cause it's nice out and we could get high

Yeah, the sun shining and I'm feeling right

We could post outside for the night

Do you mind if we smoke this blunt outside?

Cause it's nice out and we could get high

Oh yeah, the sun shining and I'm feeling right

We outside, outside"
264,Oy Vey,https://genius.com/Mac-miller-oy-vey-lyrics,Best Day Ever,True,"One day, I’ma be so rich, that I can buy my moms a house

Have a livin’ room with a big TV and I’ma still sleep on the couch

I’ma have ‘em like

Oy vey, holy cow, oh my god, wow

Oy vey, holy cow, oh my god, wow

It seems I’m gettin’ fresher every time they turn around like

Oy vey, holy cow, oh my god, wow

Hey, walkin’ out the crib with a smile on my face

Super hero, utility belt tied around my waist

Tryna be next, quicker than the reflex

Chainin’ down and Key west

Every class recess

N-n-n-ow My pockets deeper than your v-neck

Hoes up on my dick ’cause I look like Ryan Seacrest

I’m buzzin’ like a bees nest

Stay up out my beez wax

My people like to party so inform us where the freaks at

Livin’ out my dream, people still sleepin’

The best night of your life, but we do this every weekend

Life couldn’t get better, I hope it lasts forever

When I spit my verse they gon’ remember every letter like

Day in, and day out

We tryna get this cake now

You think you fly just wait until I pull my cape out

Hey, life is good don’t waste it

We ha-ha-ha-ha laughin’ at the looks on they faces

One day, I’ma be so rich, that I can buy my moms a house

Have a livin’ room with a big TV and I’ma still sleep on the couch

I’ma have ‘em like

Oy vey, holy cow, oh my god, wow

Oy vey, holy cow, oh my god, wow

It seems I’m gettin’ fresher every time they turn around like

Oy vey, holy cow, oh my god, wow

Hey, they seem surprised, with the look thats in their eyes

How I could be myself and do away with their disguise

I advise, homies to stay homies

Few people you can trust, all the OG’s told me

When I was just a shawty, strummin’ my guitar

Playin’ my piano, had a band in my garage

Sittin’ down with the homies, playin’ Playstation

Tryna find a crib where their parents on vacation

Hey, why you grillin’ put a smile on your face bitch

We takin’ shots all around gettin’ wasted

Came along way from freestylin’ in my basement

Show some love to the people that I came with

Cause day in and day out

We tryna get this cake now

You think you fly just wait until I pull my cape out

Hey, life is good don’t waste it

We ha-ha-ha-ha laughin’ at the looks on they faces

One day, I’ma be so rich, that I can buy my moms a house

Have a livin’ room with a big TV and I’ma still sleep on the couch

I’ma have ‘em like

Oy vey, holy cow, oh my god, wow

Oy vey, holy cow, oh my god, wow

It seems I’m gettin’ fresher every time they turn around like

Oy vey, holy cow, oh my god, wow"
265,PA Hustla,https://genius.com/Mac-miller-pa-hustla-lyrics,The Jukebox: Prelude to Class Clown,True,"Yeah

Haha

Haha

They ain't got it, they ain't got it like we do

Getting' honeys smoking piffs stackin' cream too

It's just the life of a PA hustla, and ya'll mu'fuckas bustas

They ain't got it, they ain't got it like we do

Getting honies smoking piffs stackin cream too

It's just the life of a PA hustla, and ya'll mu'fuckas bustas

Ok you're a goon, what's a goon with no profit?

Broke as fuck sittin with an empty wallet

One dude lemme come in boy I got this

Everybody jumpin' around like it's a mosh pit

I drop that hot shit, you drop nonsense

And my money long like the center for the rockets

I get that cronic, that cali weed roll a swisher pass to me

Smash a beat, work of art, masterpiece

Game on lock and key, nobody's stopping me

Got some haze and Patrón, bout to pop a bean

Now I'm rollin' like a 16 wheeler, and my money fat like its 16th meal bra

Your favorite rapper's, favorite rapper, that's the game I'm after

Getting cheese like we play the packers cake and batter

So be careful for your hook to the IV, I be, chillin in the P to the I T

They ain't got it, they ain't got it like we do

Getting' honies smoking piffs stackin cream too

It's just the life of a PA hustla, and ya'll mu'fuckas bustas

They ain't got it, they ain't got it like we do

Getting honies smoking piffs stackin cream too

It's just the life of a PA hustla, and ya'll mu'fuckas bustas

My swag official like a referee no one on the plane is stayin' fresh as me

Boy I'm dressin' clean, denim jeans sittin low on my waist, and haters get a cloud of smoke blown in they face

My fam beside me, fans behind me

Sorry ma but its money over punani

I'm super fresh, make your lady lose her breath

It's hard not to take a ralphie but I'll do my best

Rock your head and do your step, move it to the left

Where you can posted up in my Gucci vest

Boy I'm getting paid, then I'm getting laid

Don't tell the hoes at the party that I'm in 11th grade!

Ain't nobody out there fresh my age and you best believe

That's why I got 20 honies sittin next to me

Child celebrity, gotta be me

Cause my swag stayin' clean like a washing machine

Fuck y'all

They ain't got it, they ain't got it like we do

Getting' honies smoking piffs stackin cream too

It's just the life of a PA hustla, and ya'll mu'fuckas bustas

They ain't got it, they ain't got it like we do

Getting honies smoking piffs stackin cream too

It's just the life of a PA hustla, and ya'll mu'fuckas bustas"
267,PA Nights,https://genius.com/Mac-miller-pa-nights-lyrics,Blue Slide Park,True,"Hey, 10,000 dollar hands, million dollar plan

My fam's still the only people that really know me for who I am

Damn, got me askin' when I got this fly

The type to change because of fame, I'm just not that guy

Still sippin' on my 40 when the cops drove by

When I go, gotta tell my girl to stop, don't cry

See, I-I-I been buyin' these diamonds

All designer clothes and a Benz just to drive in

Autograph signin' must've got to my head

Fuck that, I've been the same lil' mofucka

Always down to share my shit, melody with snare kick

So I don't give a fuck about some lames I rode the ferry with

My larynx is imperative to live, music's what I need, boy

Destroy all of these fake me's, they decoys

Everywhere I go, these companies give me free toys

These random strangers just treatin' me like we boys

Pennsylvania nights, 9:30 flights

Thinking to myself, where does all this go?

No time to care, more I can share

By now, this life is all I know

So this is all I know, this is all I know

Taught myself to walk, then got up and took flight

Hey, bullshit's always gonna be bullshit

So make a toast to the good life

Hey, hey, 10,000 dollar hands, billion dollar plan

Listenin' to jams while I'm sittin' in my van

This is who I am, wrote these lyrics on my DNA code

Happy as hell, MDMA, yo!

Fuck a job, there ain't no one that I call my boss

We just tryna work so we can blow up like a molotov

And it kinda wake me up like a coffee shop

Thinkin' bout my people who was murdered in the Holocaust

Got me thankful just for life by itself

And there's way more people here I should be tryna to help

Am I wrong for spendin' money how I do, probably yes

It's just funny old people see the logo on my chest

You got ya thumb held high, we can be friends

Other people pretend, we hang out on the weekends

These fuckers lil' bit creepy, so we just leave them

Say get some rest, when I die, I'mma sleep in

Pennsylvania nights, 9:30 flights

Thinking to myself, where does all this go?

No time to care, more I can share

By now, this life is all I know

So this is all I know, this is all I know

Taught myself to walk, then got up and took flight

Hey, bullshit's always gonna be bullshit

So make a toast to the good life"
268,Paper Route,https://genius.com/Mac-miller-paper-route-lyrics,K.I.D.S,True,"Chevy please let me roll this weed up

This the main event so watch the people pull they seats up

Bottle of some gin, let's just hit a couple freaks up

I'mma take one home and have her singing like the Glee Club

Never on no cheap stuff

Here we got expensive taste

Green lights, never press the breaks

You can look at us roll

All the kush that we blow

You know I’m at the shows looking good for these hoes

Got they man on patrol

Shorty wanna live it up

Playing hard to get but she wanna give it up

Yeah you smoking good but I'm probably smoking better

151, taking shots with no Baretta

Know me homie, I'm the king

You could watch me do my thing

With a drink getting drunk, having one night flings

This is Pittsburgh, home of the six rings

We getting money now, all we hear is ""Chi-ching""

And we do anything to get this paper

So they follow everywhere we go

So for the bullshit, we ain't got later

Cause we out here on this road

And we do anything to get this paper

So they follow everywhere we go

So for the bullshit, we ain't got later

Cause we out here on this road

Cool ass, fly around, chilling, young fool

Gin cup sipping, that's me, that's what I do

I got the gang in my bloodstream, strong how I'm living

And now I'm G'D up so they just throw away the kitten

I swear you hella bad the homie Mac tell me about you

But we cool if you stuck up we can go without you

We on the money we schoolin' you know you wanna be on the block

I swear the homie got a gift so he don't need the block

Zig Zag papers, king size

Smoking chilling in angry cars, mean rides

Pops was a hustler and Moms ran track

So tell me what you get in me when you mix that

I just sit back light mines

And middle finger you suckers with my nice rhymes

So whether home or on the road

We getting dough it follows us everywhere we go

And we do anything to get this paper

So they follow everywhere we go

So for the bullshit, we ain't got later

Cause we out here on this road

And we do anything to get this paper

So they follow everywhere we go

So for the bullshit, we ain't got later

Cause we out here on this road"
270,Party on 5th Ave.,https://genius.com/Mac-miller-party-on-5th-ave-lyrics,Blue Slide Park,True,"Yeah, ha ha ha ha ha

I think- I think I see where you're goin' with this one E

Hey, hey, been around the world and back, yeah I did that

Still kick raps that cause impact, so where’s my kids at?

These muthafuckas hatin', soundin' funnier than Sinbad

I'm ill as the pills that they give you when you collapse

This, that, the other, kiss your mother with that mouth?

We the assholes that she warned you about

We just storm in your house open doors through a cloud

Got an assortment of styles, just be sure that it's wild

6:30 in the mornin' and there still ain't signs of slowin' down

Twin sisters gettin' wasted so they both are down

It's goin' down, I thought I told you man

If you tryna to party let me see you raise your hand

There's a party on 5th Ave., hit me if you tryna go

I can be there in like 20

I'mma honk it and come runnin', 'cause we gotta hit the road

Make you sure you gotta clean shirt, clean pants, new shoes

Or just hitch a ride there, you choose

There's a party on 5th Ave. tonight

And that's what I'm tryin' to do

Hey, what's the difference 'tween me and you?

When no one believe in you, I'm flyer than Beetlejuice

Don't count on the sheep to snooze, I'm fucked up off weed and booze

I party then sleep 'til noon, what every day people do

So haters see me improve, just give me a week or two

See when you read the news, my bitches all sleepin' nude

My rhyme talent is why my album is fly

Your favorite record, you gon' put it aside

This that old school shit soundin' good in the ride

And fuck ten, I'm only countin' to nine

Said this that old school shit soundin' good in the ride

So let's head out to the party, I'll drive

There's a party on 5th Ave., hit me if you tryna go

I can be there in like 20

I'mma honk it and come runnin', 'cause we gotta hit the road

Make you sure you gotta clean shirt, clean pants, new shoes

Or just hitch a ride there, you choose

There's a party on 5th Ave. tonight

And that's what I'm tryin' to do

What's goin' on? There's a party

Hope the neighbors don't mind us gettin' loud

Homies to the left, all the ladies to the right

We came to get down, we gonna do that now

My light up shoes on, my light up shoes on

My light up shoes on

They love the way my kicks flash

This ain't a time to just sit back

'Cause there's a party on 5th ave

There's a party on 5th Ave., hit me if you tryna go

I can be there in like 20

I'mma honk it and come runnin', 'cause we gotta hit the road

Make you sure you gotta clean shirt, clean pants, new shoes

Or just hitch a ride there, you choose

There's a party on 5th Ave. tonight

And that's what I'm tryin' to do"
271,Pen Game,https://genius.com/Mac-miller-pen-game-lyrics,The High Life,True,"I love money, I love money

You take a buck from me, you Doug Funnie

I said I love money, I love money

You take a buck from me, better duck dummy

With my man Skyzoo, it's the class clown of his high school

Drown you in typhoons, hittin' you with rhymes too

Haters keeps their eyes glued, pound if you my dude

We stay high like Einstein's IQ

And y'all muther fuckas know where I'm comin from

Chewin' cats up, like a little piece of bubble gum

Tryin double sum's, hustle, wanna let my money run

I ain't even battling dude, I'm having fun with it

Jokes make him feel wrong in his own skin

Sippin gin from a bin that's makin' my dome spin

And you the type that'd try to take from your own kin

Feel it close on your toes, hangin' by clothes pins

I'm spittin blades, God damn it, my tooth hurts

A mouth filled with a bunch of cancerous tumors

Yup, music's my baby, I ain't gonna lose her

So I stay with a radio, like Cuba Gooding Junior

 

Who you think could body me lyrically?

In the middle of Alaska I'll write a heater

My worst verse hot as your best rhyme, damn

The pen game insane

I'm one drink away from everything you meant to say

Like I think he on the rise of what the kings made

And in the blink of an eye I'm on the king's page

But no album, this is all for the mixtapes

In a different lane, no signs of road rage, cause ain't nobody over here to rage quit, so no gains

No sleep, no retreat, no surrender, no apologies from me

I'm the pen of the penners

I mean what I speak, so if I given you a sentence

Then it be's what it be's, nothing hit on the agenda

You leave it up to me, and you can divy up the team

Put your pride in the air and I'm dismembering your members

The heart of the city, the star point guard, that can play up to the fall

So the parts is all gone, no room on the bench

And I got a no trade clause, so I'm here, long haul, no switchin'

Look, I rip mics to pieces, cook 'em or eat 'em raw

I was bustin' freestyles before I could read at all

MCs just call me the monster in their mind that haunt them all the time

And they thought if they could rhyme they could make the situation a lil different then the present

See, I fucked this track, worried that I got her pregnant

I'm haulin ass, y'all is whack, taking out the garbage, trash

Duckin' from these sharks and crabs, giving MCs heart attacks

Its yo' boy Mac, damn I'm great, and you gets, no love like a man with AIDS

I fill you dancin' gays with some hand grenades, drop bombs, remove your hands and legs

And I pray; dear Lord please give me the strength, not put these little snakes in their taint 'till they faint

Suffocating, now you choke, you a broke MC, now ain't nothing to do but smoke your weed like..."
